Code_geo,nom_projet,nom_rue,nb_unites,unites_typ,hlm_famill,hlm_pa,hlm_autres,projettype,type_prog,an_orig,an_effect,arrond,villelie,qr,localisati,aired_id,longitude,latitude,xnad83,ynad83
"1283",C.h. Barclay,Barclay,"14",logement,"0","0","0",Coop,Autres,"1984",,Côte-des-Neiges–Notre-Dame-de-Grâce,,"43",Aire de diffusion,"24660616",-73.643643192639203,45.494698420229099,293573.195598663412966,5039429.528251930139959
"1284",C.h. Bourret,Bourret,"18",logement,"0","0","0",Coop,Autres,"1982",,Côte-des-Neiges–Notre-Dame-de-Grâce,,"43",Aire de diffusion,"24660665",-73.636002405675399,45.492473612050702,294169.962456436129287,5039181.245277198962867
"1285",C.h. le Château Plamondon,Plamondon,"18",logement,"0","0","0",Coop,ACL,"2003",,Côte-des-Neiges–Notre-Dame-de-Grâce,,"43",Aire de diffusion,"24661319",-73.636330218351802,45.501070730105802,294145.961742147570476,5040136.689583821222186
"1286",George et Élizabeth,Côte-Sainte-Catherine,"29",logement,"0","0","0",SHDM,Autres,"1986","2016",Côte-des-Neiges–Notre-Dame-de-Grâce,,"43",Aire de diffusion,"24660624",-73.637739668997597,45.488366687799598,294033.394365240703337,5038725.073118349537253
"1287",C.h. de la Haute ville,Barclay,"20",logement,"0","0","0",Coop,ACL,"2001",,Côte-des-Neiges–Notre-Dame-de-Grâce,,"43",Aire de diffusion,"24660672",-73.641021366970904,45.497289782812203,293778.616660595231224,5039717.144241521134973
"1288",C.h. la Perle internationale,Courtrai,"26",logement,"0","0","0",Coop,ACL,"2000",,Côte-des-Neiges–Notre-Dame-de-Grâce,,"43",Aire de diffusion,"24660676",-73.643605727233606,45.501608070707498,293577.496477581618819,5040197.395190078765154
"1289",C.h. Plamondon,Plamondon,"34",logement,"0","0","0",Coop,Autres,"1983",,Côte-des-Neiges–Notre-Dame-de-Grâce,,"43",Aire de diffusion,"24660671",-73.640096014069101,45.496871210874900,293850.855565376812592,5039670.501649629324675
"1290",C.h. les Soleil de Linton,Linton,"12",logement,"0","0","0",Coop,ACL,"2000",,Côte-des-Neiges–Notre-Dame-de-Grâce,,"43",Aire de diffusion,"24660684",-73.633473355714997,45.496727679365300,294368.420097602705937,5039653.669645530171692
"1291",C.h. Clifton,Clifton,"3",logement,"0","0","0",Coop,Autres,"1984",,Côte-des-Neiges–Notre-Dame-de-Grâce,,"44",Aire de diffusion,"24662158",-73.614772459971704,45.465620283238202,295825.046775160531979,5036194.444527368992567
"1292",C.h. Clifton,Clifton,"3",logement,"0","0","0",Coop,Autres,"1984",,Côte-des-Neiges–Notre-Dame-de-Grâce,,"44",Aire de diffusion,"24662158",-73.614772459971704,45.465620283238202,295825.046775160531979,5036194.444527368992567
"1293",C.h. Clifton,Clifton,"3",logement,"0","0","0",Coop,Autres,"1984",,Côte-des-Neiges–Notre-Dame-de-Grâce,,"44",Aire de diffusion,"24662158",-73.614772459971704,45.465620283238202,295825.046775160531979,5036194.444527368992567
"1294",C.h. Clifton,Clifton,"3",logement,"0","0","0",Coop,Autres,"1984",,Côte-des-Neiges–Notre-Dame-de-Grâce,,"44",Aire de diffusion,"24662158",-73.614772459971704,45.465620283238202,295825.046775160531979,5036194.444527368992567
"1295",C.h. Elmhurst,Elmhurst,"23",logement,"0","0","0",Coop,ACL,"2002",,Côte-des-Neiges–Notre-Dame-de-Grâce,,"44",Aire de diffusion,"24660822",-73.636323870042602,45.452648806721903,294137.329490284086205,5034755.561476640403271
"1296",C.h. Nouveau Sengsavang,Grand,"15",logement,"0","0","0",Coop,Autres,"1998",,Côte-des-Neiges–Notre-Dame-de-Grâce,,"44",Aire de diffusion,"24660871",-73.624300641264782,45.459925267281591,295078.985349196882453,5035562.667167456820607
"1297",C.h. Nouveau Sengsavang,Grand,"20",logement,"0","0","0",Coop,Autres,"1998",,Côte-des-Neiges–Notre-Dame-de-Grâce,,"44",Aire de diffusion,"24660871",-73.624300641264782,45.459925267281591,295078.985349196882453,5035562.667167456820607
"1298",C.h. Havre de Paix,Walkley,"17",logement,"0","0","0",Coop,ACL,"2003",,Côte-des-Neiges–Notre-Dame-de-Grâce,,"45",Aire de diffusion,"24660848",-73.648503519990101,45.469063937690201,293188.059428614797071,5036581.456986859440804
"1299",C.h. le Village 5161 Walkley,Walkley,"12",logement,"0","0","0",Coop,ACL,"1999",,Côte-des-Neiges–Notre-Dame-de-Grâce,,"45",Aire de diffusion,"24660845",-73.644855690929802,45.468535166504402,293473.188329674769193,5036522.174190788529813
"1300",C.h. le Village 5161 Walkley,Walkley,"12",logement,"0","0","0",Coop,ACL,"1999",,Côte-des-Neiges–Notre-Dame-de-Grâce,,"45",Aire de diffusion,"24660845",-73.644855690929802,45.468535166504402,293473.188329674769193,5036522.174190788529813
"1301",C.h. Walkley,Walkley,"12",logement,"0","0","0",Coop,Autres,"1986",,Côte-des-Neiges–Notre-Dame-de-Grâce,,"45",Aire de diffusion,"24660845",-73.644855690929802,45.468535166504402,293473.188329674769193,5036522.174190788529813
"1302",C.h. Walkley,Walkley,"12",logement,"0","0","0",Coop,Autres,"1986",,Côte-des-Neiges–Notre-Dame-de-Grâce,,"45",Aire de diffusion,"24660845",-73.644855690929802,45.468535166504402,293473.188329674769193,5036522.174190788529813
"1303",C.h. Néerlandaise de Montréal métropolitain,Ernest,"40",logement,"0","0","0",Coop,Autres,"1987","1990",,Dollard-Des Ormeaux,"89",Aire de diffusion,"24663034",-73.844578506021577,45.485063969601001,277863.987809632613789,5038406.569438029080629
"1304",C.h. Nord-Ouest,Saint-Jean,"47",logement,"0","0","0",Coop,Autres,"1990",,,Dollard-Des Ormeaux,"89",Aire de diffusion,"24663034",-73.844578506021577,45.485063969601001,277863.987809632613789,5038406.569438029080629
"1305",C.h. Haus Der Heimat,Louise-Lamy,"33",logement,"0","0","0",Coop,Autres,"1993",,,Dorval,"85",Aire de diffusion,"24662243",-73.747847475542329,45.447194580376866,285412.561771522508934,5034170.277611320838332
"1306",C.h. du Bord du lac de Lachine,45e,"30",logement,"0","0","0",Coop,Autres,"1982","2000",Lachine,,"69",Aire de diffusion,"24662220",-73.706122644019302,45.439312122657100,288674.168512892036233,5033285.091318189166486
"1307",C.h. Dixie Lachine,45e,"12",logement,"0","0","0",Coop,Autres,"1978","2000",Lachine,,"69",Aire de diffusion,"24662220",-73.706122644019302,45.439312122657100,288674.168512892036233,5033285.091318189166486
"1308",C.h. Dixie Lachine,45e,"4",logement,"0","0","0",Coop,Autres,"1978","2000",Lachine,,"69",Aire de diffusion,"24662220",-73.706122644019302,45.439312122657100,288674.168512892036233,5033285.091318189166486
"1309",C.h. Lac St-Louis,45e,"8",logement,"0","0","0",Coop,Aucun,"1978","2000",Lachine,,"69",Aire de diffusion,"24662220",-73.706122644019302,45.439312122657100,288674.168512892036233,5033285.091318189166486
"1310",C.h. Lac St-Louis,45e,"12",logement,"0","0","0",Coop,Aucun,"1978","2000",Lachine,,"69",Aire de diffusion,"24662220",-73.706122644019302,45.439312122657100,288674.168512892036233,5033285.091318189166486
"1311",C.h. de Lachine-Ouest,45e,"24",logement,"0","0","0",Coop,Aucun,"1978","2000",Lachine,,"69",Aire de diffusion,"24662220",-73.706122644019302,45.439312122657100,288674.168512892036233,5033285.091318189166486
"1312",C.h. Nouveau départ de Lachine,45e,"24",logement,"0","0","0",Coop,Aucun,"1978","2000",Lachine,,"69",Aire de diffusion,"24662220",-73.706122644019302,45.439312122657100,288674.168512892036233,5033285.091318189166486
"1313",C.h. du Site rocailleux de Lachine,45e,"8",logement,"0","0","0",Coop,Autres,"1978","2000",Lachine,,"69",Aire de diffusion,"24662220",-73.706122644019302,45.439312122657100,288674.168512892036233,5033285.091318189166486
"1314",C.h. du Site rocailleux de Lachine,45e,"8",logement,"0","0","0",Coop,Autres,"1978","2000",Lachine,,"69",Aire de diffusion,"24662220",-73.706122644019302,45.439312122657100,288674.168512892036233,5033285.091318189166486
"1315",C.h. Champa,Hillcrest,"8",logement,"0","0","0",Coop,Autres,"1990",,Lachine,,"70",Aire de diffusion,"24660812",-73.660061876933497,45.450552067914103,292280.180206674966030,5034525.974395480006933
"1316",C.h. Champa,Hillcrest,"6",logement,"0","0","0",Coop,Autres,"1990",,Lachine,,"70",Aire de diffusion,"24660812",-73.660061876933497,45.450552067914103,292280.180206674966030,5034525.974395480006933
"1317",C.h. l'Envol de Lachine,2e,"8",logement,"0","0","0",Coop,ACL,"2003",,Lachine,,"70",Aire de diffusion,"24663383",-73.662095457896726,45.444624958667134,292119.788385485822801,5033867.616960314102471
"1318",C.h. Macadam,2e,"30",logement,"0","0","0",Coop,Autres,"1987","2000",Lachine,,"70",Aire de diffusion,"24663389",-73.665811464257018,45.439195831289837,291827.852934224298224,5033264.874607681296766
"1319",C.h. Stirling de LaSalle,Stirling,"22",logement,"0","0","0",Coop,ACL,"1997",,LaSalle,,"67",Aire de diffusion,"24660925",-73.657494956643703,45.433499585604501,292477.249488221597858,5032630.547521471977234
"1320",C.h. Francoeur LaSalle,Francoeur,"19",logement,"0","0","0",Coop,Autres,"1996","1996",LaSalle,,"68",Aire de diffusion,"24660940",-73.644502334162596,45.425275888697499,293492.178747561934870,5031714.747206219471991
"1321",C.h. de Jouvence,Jouvence,"19",logement,"0","0","0",Coop,Autres,"1990",,Pierrefonds-Roxboro,,"71",Aire de diffusion,"24662332",-73.873679557914500,45.470262287294901,275581.483914396958426,5036771.826630320400000
"1322",C.h. aux Espaces verts,Claire-Fauteux,"7",logement,"0","0","0",Coop,Autres,"1990",,Mercier–Hochelaga-Maisonneuve,,"22",Aire de diffusion,"24660176",-73.542232223997004,45.599589575053301,301505.364738064119592,5051077.055303919129074
"1323",C.h. aux Espaces verts,Claire-Fauteux,"8",logement,"0","0","0",Coop,Autres,"1990",,Mercier–Hochelaga-Maisonneuve,,"22",Aire de diffusion,"24660176",-73.542232223997004,45.599589575053301,301505.364738064119592,5051077.055303919129074
"1324",C.h. aux Espaces verts,Claire-Fauteux,"15",logement,"0","0","0",Coop,Autres,"1990",,Mercier–Hochelaga-Maisonneuve,,"22",Aire de diffusion,"24660176",-73.542232223997004,45.599589575053301,301505.364738064119592,5051077.055303919129074
"1325",C.h. Guatemala,Francine-McKenzie,"24",logement,"0","0","0",Coop,Autres,"1991",,Mercier–Hochelaga-Maisonneuve,,"22",Aire de diffusion,"24660176",-73.542232223997004,45.599589575053301,301505.364738064119592,5051077.055303919129074
"1326",C.h. les Riverains,Francine-McKenzie,"25",logement,"0","0","0",Coop,Autres,"1991",,Mercier–Hochelaga-Maisonneuve,,"22",Aire de diffusion,"24660176",-73.542232223997004,45.599589575053301,301505.364738064119592,5051077.055303919129074
"1327",C.h. Villa Nobert,Léo-Guindon,"15",logement,"0","0","0",Coop,Autres,"1990",,Mercier–Hochelaga-Maisonneuve,,"22",Aire de diffusion,"24660176",-73.542232223997004,45.599589575053301,301505.364738064119592,5051077.055303919129074
"1328",C.h. Bonheur prochain,Souligny,"24",logement,"0","0","0",Coop,Autres,"1988",,Mercier–Hochelaga-Maisonneuve,,"23",Aire de diffusion,"24660099",-73.521915521025619,45.594759797560499,303090.171909033437259,5050539.676950933411717
"1329",C.h. Feu vert,Taillon,"2",logement,"0","0","0",Coop,Autres,"1983",,Mercier–Hochelaga-Maisonneuve,,"23",Aire de diffusion,"24663234",-73.521310660500902,45.607576668724199,303137.741073611425236,5051964.034031249582767
"1330",C.h. Feu vert,Marseille,"2",logement,"0","0","0",Coop,Autres,"1983",,Mercier–Hochelaga-Maisonneuve,,"23",Aire de diffusion,"24663234",-73.521310660500902,45.607576668724199,303137.741073611425236,5051964.034031249582767
"1331",C.h. Multi carrefour,Souligny,"24",logement,"0","0","0",Coop,Autres,"1987",,Mercier–Hochelaga-Maisonneuve,,"23",Aire de diffusion,"24660099",-73.521915521025619,45.594759797560499,303090.171909033437259,5050539.676950933411717
"1332",C.h. la Tirelle,Sainte-Claire,"6",logement,"0","0","0",Coop,Autres,"1988",,Mercier–Hochelaga-Maisonneuve,,"23",Aire de diffusion,"24660081",-73.522923697097895,45.600360309910400,303011.692880495218560,5051162.096986519172788
"1333",C.h. le Trèfle bleu,Sherbrooke,"60",logement,"0","0","0",Coop,Autres,"1989",,Mercier–Hochelaga-Maisonneuve,,"23",Aire de diffusion,"24660150",-73.533732120098307,45.595072806486698,302168.266728967661038,5050574.782191068865359
"1334",C.h. de l'An 2000,Liébert,"6",logement,"0","0","0",Coop,ACL,"1999",,Mercier–Hochelaga-Maisonneuve,,"24",Aire de diffusion,"24660098",-73.519025679424644,45.594789860897805,303315.635392563068308,5050542.960410456173122
"1335",C.h. le Dolmen,Lepailleur,"31",logement,"0","0","0",Coop,Autres,"1986",,Mercier–Hochelaga-Maisonneuve,,"24",Aire de diffusion,"24660095",-73.516861798834128,45.588209348964376,303484.305460524454247,5049811.615722878836095
"1336",C.h. le Dolmen,De Saint-Just,"2",logement,"0","0","0",Coop,Autres,"1986",,Mercier–Hochelaga-Maisonneuve,,"24",Aire de diffusion,"24660095",-73.516861798834128,45.588209348964376,303484.305460524454247,5049811.615722878836095
"1337",C.h. le Dolmen,Lepailleur,"2",logement,"0","0","0",Coop,Autres,"1986",,Mercier–Hochelaga-Maisonneuve,,"24",Aire de diffusion,"24660095",-73.516861798834128,45.588209348964376,303484.305460524454247,5049811.615722878836095
"1338",C.h. le Dolmen,Lepailleur,"2",logement,"0","0","0",Coop,Autres,"1986",,Mercier–Hochelaga-Maisonneuve,,"24",Aire de diffusion,"24660095",-73.516861798834128,45.588209348964376,303484.305460524454247,5049811.615722878836095
"1339",C.h. Groupe des douzes Joffre,Tellier,"3",logement,"0","0","0",Coop,Autres,"1983",,Mercier–Hochelaga-Maisonneuve,,"24",Aire de diffusion,"24663229",-73.514043385738745,45.601579556093256,303704.481129302235786,5051297.435074432753026
"1340",C.h. Fleur de lys,Beauchesne,"8",logement,"0","0","0",Coop,ACL,"2002",,Mercier–Hochelaga-Maisonneuve,,"24",Aire de diffusion,"24660090",-73.513466097715295,45.591751341636702,303749.331737527216319,5050205.195043950341642
"1341",C.h. l'Harmonie de Montréal,Liébert,"8",logement,"0","0","0",Coop,ACL,"2001",,Mercier–Hochelaga-Maisonneuve,,"24",Aire de diffusion,"24660088",-73.516042156163294,45.593460119139202,303548.377354281314183,5050395.132296139374375
"1342",C.h. l'Harmonie de Montréal,Liébert,"6",logement,"0","0","0",Coop,ACL,"2001",,Mercier–Hochelaga-Maisonneuve,,"24",Aire de diffusion,"24660088",-73.516042156163294,45.593460119139202,303548.377354281314183,5050395.132296139374375
"1343",C.h. Liébert,Liébert,"6",logement,"0","0","0",Coop,ACL,"2000",,Mercier–Hochelaga-Maisonneuve,,"24",Aire de diffusion,"24660088",-73.516042156163294,45.593460119139202,303548.377354281314183,5050395.132296139374375
"1344",C.h. Liébert,Liébert,"7",logement,"0","0","0",Coop,ACL,"2000",,Mercier–Hochelaga-Maisonneuve,,"24",Aire de diffusion,"24660088",-73.516042156163294,45.593460119139202,303548.377354281314183,5050395.132296139374375
"1345",C.h. le Lingot d'or,Arthur-Buies,"7",logement,"0","0","0",Coop,ACL,"2001",,Mercier–Hochelaga-Maisonneuve,,"24",Aire de diffusion,"24660091",-73.512160981704994,45.593665993819698,303851.193350211135112,5050417.958373060449958
"1346",C.h. le Lingot d'or,Arthur-Buies,"7",logement,"0","0","0",Coop,ACL,"2001",,Mercier–Hochelaga-Maisonneuve,,"24",Aire de diffusion,"24660091",-73.512160981704994,45.593665993819698,303851.193350211135112,5050417.958373060449958
"1347",C.h. Place Beauchesne,Beauchesne,"8",logement,"0","0","0",Coop,ACL,"2001",,Mercier–Hochelaga-Maisonneuve,,"24",Aire de diffusion,"24660090",-73.513466097715295,45.591751341636702,303749.331737527216319,5050205.195043950341642
"1348",C.h. le Refuge,Ontario,"12",logement,"0","0","0",Coop,Aucun,"1984",,Mercier–Hochelaga-Maisonneuve,,"24",Aire de diffusion,"24660087",-73.514406663830002,45.594505155345097,303676.000716684618965,5050511.245320659130812
"1349",C.h. Louis Veuillot,Hochelaga,"16",logement,"0","0","0",Coop,Autres,"1990",,Mercier–Hochelaga-Maisonneuve,,"26",Aire de diffusion,"24661716",-73.538369406217399,45.572429451392203,301805.268421675718855,5048058.541885158978403
"1350",C.h. Adrienne,De Chambly,"6",logement,"0","0","0",Coop,ACL,"2001",,Mercier–Hochelaga-Maisonneuve,,"27",Aire de diffusion,"24661744",-73.539435693458401,45.544142636944898,301720.499947508680634,5044915.024053870700300
"1351",C.h. Adrienne,Adam,"3",logement,"0","0","0",Coop,ACL,"2001",,Mercier–Hochelaga-Maisonneuve,,"27",Aire de diffusion,"24661763",-73.542212990056697,45.545223625823702,301503.686374982877169,5045035.266062190756202
"1352",C.h. Adrienne,La Fontaine,"6",logement,"0","0","0",Coop,ACL,"2001",,Mercier–Hochelaga-Maisonneuve,,"27",Aire de diffusion,"24661762",-73.542272354487807,45.547271888134098,301499.170624243328348,5045262.894632349722087
"1353",C.h. Adrienne,La Fontaine,"4",logement,"0","0","0",Coop,ACL,"2001",,Mercier–Hochelaga-Maisonneuve,,"27",Aire de diffusion,"24661764",-73.540792338830201,45.549192547821299,301614.845865205628797,5045476.280388688668609
"1354",C.h. Bon bec,Bourbonnière,"3",logement,"0","0","0",Coop,Autres,"1983",,Mercier–Hochelaga-Maisonneuve,,"27",Aire de diffusion,"24661762",-73.542272354487807,45.547271888134098,301499.170624243328348,5045262.894632349722087
"1355",C.h. Bonheur d'occasion,Darling,"8",logement,"0","0","0",Coop,Autres,"1987",,Mercier–Hochelaga-Maisonneuve,,"27",Aire de diffusion,"24661748",-73.544565748109605,45.542539259312001,301319.799379315867554,5044737.048256457783282
"1356",C.h. le Carrefour,De Chambly,"4",logement,"0","0","0",Coop,Autres,"1986",,Mercier–Hochelaga-Maisonneuve,,"27",Aire de diffusion,"24661744",-73.539435693458401,45.544142636944898,301720.499947508680634,5044915.024053870700300
"1357",C.h. le Carrefour,Aylwin,"3",logement,"0","0","0",Coop,Autres,"1986",,Mercier–Hochelaga-Maisonneuve,,"27",Aire de diffusion,"24661745",-73.540299538820605,45.542732391473599,301652.964309967705049,5044758.335169360041618
"1358",C.h. le Carrefour,Bourbonnière,"3",logement,"0","0","0",Coop,Autres,"1986",,Mercier–Hochelaga-Maisonneuve,,"27",Aire de diffusion,"24661762",-73.542272354487807,45.547271888134098,301499.170624243328348,5045262.894632349722087
"1359",C.h. la Clé des champs,Jeanne-d'Arc,"3",logement,"0","0","0",Coop,Autres,"1989",,Mercier–Hochelaga-Maisonneuve,,"27",Aire de diffusion,"24661739",-73.536939572296404,45.547917764051903,301915.613017211784609,5045334.466232309117913
"1360",C.h. la Clé des champs,De Chambly,"8",logement,"0","0","0",Coop,Autres,"1989",,Mercier–Hochelaga-Maisonneuve,,"27",Aire de diffusion,"24661763",-73.542212990056697,45.545223625823702,301503.686374982877169,5045035.266062190756202
"1361",C.h. la Clé des champs,Valois,"4",logement,"0","0","0",Coop,Autres,"1989",,Mercier–Hochelaga-Maisonneuve,,"27",Aire de diffusion,"24661742",-73.538045275956605,45.546356874402399,301829.193109610641841,5045161.042779467999935
"1362",C.h. Darling,Bourbonnière,"4",logement,"0","0","0",Coop,Autres,"1997",,Mercier–Hochelaga-Maisonneuve,,"27",Aire de diffusion,"24661742",-73.538045275956605,45.546356874402399,301829.193109610641841,5045161.042779467999935
"1363",C.h. Darling,Darling,"5",logement,"0","0","0",Coop,Autres,"1997",,Mercier–Hochelaga-Maisonneuve,,"27",Aire de diffusion,"24661747",-73.541062040981600,45.541482503169703,301593.348617813840974,5044619.463687760755420
"1364",C.h. Darling,Adam,"5",logement,"0","0","0",Coop,Autres,"1997",,Mercier–Hochelaga-Maisonneuve,,"27",Aire de diffusion,"24661749",-73.542498011107000,45.539924608988500,301481.117976520676166,5044446.391357280313969
"1365",C.h. Darling,Adam,"6",logement,"0","0","0",Coop,Autres,"1997",,Mercier–Hochelaga-Maisonneuve,,"27",Aire de diffusion,"24661748",-73.544565748109605,45.542539259312001,301319.799379315867554,5044737.048256457783282
"1366",C.h. Darling,Adam,"6",logement,"0","0","0",Coop,Autres,"1997",,Mercier–Hochelaga-Maisonneuve,,"27",Aire de diffusion,"24661748",-73.544565748109605,45.542539259312001,301319.799379315867554,5044737.048256457783282
"1367",C.h. en Trac,La Fontaine,"16",logement,"0","0","0",Coop,Autres,"1990",,Mercier–Hochelaga-Maisonneuve,,"27",Aire de diffusion,"24661763",-73.542212990056697,45.545223625823702,301503.686374982877169,5045035.266062190756202
"1368",C.h. la Folle du logis,Préfontaine,"21",logement,"0","0","0",Coop,Autres,"1985",,Mercier–Hochelaga-Maisonneuve,,"27",Aire de diffusion,"24661749",-73.542498011107000,45.539924608988500,301481.117976520676166,5044446.391357280313969
"1369",C.h. familiale Hochelaga-Maisonneuve,Nicolet,"3",logement,"0","0","0",Coop,Autres,"1977",,Mercier–Hochelaga-Maisonneuve,,"27",Aire de diffusion,"24661743",-73.537989028762496,45.545055628563603,301833.516792550275568,5045016.431522059254348
"1370",C.h. du Huit reflets,Valois,"8",logement,"0","0","0",Coop,Autres,"1985",,Mercier–Hochelaga-Maisonneuve,,"27",Aire de diffusion,"24661762",-73.542272354487807,45.547271888134098,301499.170624243328348,5045262.894632349722087
"1371",C.h. l'Infini,Préfontaine,"21",logement,"0","0","0",Coop,Autres,"1989",,Mercier–Hochelaga-Maisonneuve,,"27",Aire de diffusion,"24661917",-73.541718090414250,45.536928244998926,301541.852834443096071,5044113.369926996529102
"1372",C.h. la Légende,Darling,"24",logement,"0","0","0",Coop,Autres,"1986",,Mercier–Hochelaga-Maisonneuve,,"27",Aire de diffusion,"24661918",-73.537357900204427,45.541139427302475,301882.597745479666628,5044581.195946028456092
"1373",C.h. la Liberté de Montréal,Jeanne-d'Arc,"4",logement,"0","0","0",Coop,ACL,"1999",,Mercier–Hochelaga-Maisonneuve,,"27",Aire de diffusion,"24661739",-73.536939572296404,45.547917764051903,301915.613017211784609,5045334.466232309117913
"1374",C.h. la Liberté de Montréal,Jeanne-d'Arc,"3",logement,"0","0","0",Coop,ACL,"1999",,Mercier–Hochelaga-Maisonneuve,,"27",Aire de diffusion,"24661764",-73.540792338830201,45.549192547821299,301614.845865205628797,5045476.280388688668609
"1375",C.h. la Liberté de Montréal,Adam,"8",logement,"0","0","0",Coop,ACL,"1999",,Mercier–Hochelaga-Maisonneuve,,"27",Aire de diffusion,"24661743",-73.537989028762496,45.545055628563603,301833.516792550275568,5045016.431522059254348
"1376",C.h. la Liberté de Montréal,Adam,"3",logement,"0","0","0",Coop,ACL,"1999",,Mercier–Hochelaga-Maisonneuve,,"27",Aire de diffusion,"24661741",-73.540099566555298,45.547011345526897,301668.817922607297078,5045233.853122150525451
"1377",C.h. le Martinet,Dézéry,"32",logement,"0","0","0",Coop,Autres,"1987",,Mercier–Hochelaga-Maisonneuve,,"27",Aire de diffusion,"24661750",-73.545727792881806,45.540629247303301,301228.932788289966993,5044524.837278489954770
"1378",C.h. mon Toit,Dézéry,"3",logement,"0","0","0",Coop,Autres,"1985",,Mercier–Hochelaga-Maisonneuve,,"27",Aire de diffusion,"24661750",-73.545727792881806,45.540629247303301,301228.932788289966993,5044524.837278489954770
"1379",C.h. mon Toit,Bourbonnière,"3",logement,"0","0","0",Coop,Autres,"1982",,Mercier–Hochelaga-Maisonneuve,,"27",Aire de diffusion,"24661762",-73.542272354487807,45.547271888134098,301499.170624243328348,5045262.894632349722087
"1380",C.h. mon Toit,Orléans,"2",logement,"0","0","0",Coop,Autres,"1981",,Mercier–Hochelaga-Maisonneuve,,"27",Aire de diffusion,"24661762",-73.542272354487807,45.547271888134098,301499.170624243328348,5045262.894632349722087
"1381",C.h. les Oasis de Montréal,Jeanne-d'Arc,"8",logement,"0","0","0",Coop,ACL,"2003",,Mercier–Hochelaga-Maisonneuve,,"27",Aire de diffusion,"24661919",-73.534047951134042,45.544774961757405,302141.254009067197330,5044985.102555550634861
"1382",C.h. Olymphia,Davidson,"24",logement,"0","0","0",Coop,Autres,"1986",,Mercier–Hochelaga-Maisonneuve,,"27",Aire de diffusion,"24661918",-73.537357900204427,45.541139427302475,301882.597745479666628,5044581.195946028456092
"1383",C.h. Osmose,Jeanne-d'Arc,"24",logement,"0","0","0",Coop,Autres,"1984",,Mercier–Hochelaga-Maisonneuve,,"27",Aire de diffusion,"24661740",-73.538854853677606,45.548575685317701,301766.095714417810086,5045407.652540309354663
"1384",C.h. Paxane,Préfontaine,"18",logement,"0","0","0",Coop,Autres,"1988",,Mercier–Hochelaga-Maisonneuve,,"27",Aire de diffusion,"24661751",-73.546163267927611,45.538636941078551,301194.797469172452111,5044303.449344099499285
"1385",C.h. la P'tite fabrique,Orléans,"3",logement,"0","0","0",Coop,Autres,"1986",,Mercier–Hochelaga-Maisonneuve,,"27",Aire de diffusion,"24661741",-73.540099566555298,45.547011345526897,301668.817922607297078,5045233.853122150525451
"1386",C.h. la P'tite fabrique,Orléans,"2",logement,"0","0","0",Coop,Autres,"1986",,Mercier–Hochelaga-Maisonneuve,,"27",Aire de diffusion,"24661764",-73.540792338830201,45.549192547821299,301614.845865205628797,5045476.280388688668609
"1387",Hab. de la SHAPEM,Sainte-Catherine,"5",logement,"0","0","0",OBNL,Aucun,"1990",,Mercier–Hochelaga-Maisonneuve,,"27",Aire de diffusion,"24661744",-73.539435693458401,45.544142636944898,301720.499947508680634,5044915.024053870700300
"1388",C.h. des 3 maisons,Pie-IX,"3",logement,"0","0","0",Coop,Autres,"1983",,Mercier–Hochelaga-Maisonneuve,,"27",Aire de diffusion,"24661740",-73.538854853677606,45.548575685317701,301766.095714417810086,5045407.652540309354663
"1389",C.h. des 3 maisons,Adam,"3",logement,"0","0","0",Coop,Autres,"1983",,Mercier–Hochelaga-Maisonneuve,,"27",Aire de diffusion,"24661740",-73.538854853677606,45.548575685317701,301766.095714417810086,5045407.652540309354663
"1390",C.h. Valbour,Bourbonnière,"6",logement,"0","0","0",Coop,Autres,"1987",,Mercier–Hochelaga-Maisonneuve,,"27",Aire de diffusion,"24661919",-73.534047951134042,45.544774961757405,302141.254009067197330,5044985.102555550634861
"1391",C.h. Valbour,Valois,"6",logement,"0","0","0",Coop,Autres,"1987",,Mercier–Hochelaga-Maisonneuve,,"27",Aire de diffusion,"24661919",-73.534047951134042,45.544774961757405,302141.254009067197330,5044985.102555550634861
"1392",C.h. Valbour,Bourbonnière,"6",logement,"0","0","0",Coop,Autres,"1987",,Mercier–Hochelaga-Maisonneuve,,"27",Aire de diffusion,"24661919",-73.534047951134042,45.544774961757405,302141.254009067197330,5044985.102555550634861
"1393",C.h. Valbour,Valois,"3",logement,"0","0","0",Coop,Autres,"1987",,Mercier–Hochelaga-Maisonneuve,,"27",Aire de diffusion,"24661919",-73.534047951134042,45.544774961757405,302141.254009067197330,5044985.102555550634861
"1394",C.h. Valois de Rouen,Darling,"5",logement,"0","0","0",Coop,Autres,"1997",,Mercier–Hochelaga-Maisonneuve,,"27",Aire de diffusion,"24661747",-73.541062040981600,45.541482503169703,301593.348617813840974,5044619.463687760755420
"1395",C.h. Adrienne,Letourneux,"10",logement,"0","0","0",Coop,ACL,"2001",,Mercier–Hochelaga-Maisonneuve,,"28",Aire de diffusion,"24661737",-73.534723736824304,45.550471932444701,302088.756959044199903,5045618.237290129065514
"1396",C.h. Belle étoile,Aird,"33",logement,"0","0","0",Coop,Autres,"1985",,Mercier–Hochelaga-Maisonneuve,,"28",Aire de diffusion,"24662066",-73.542878568845694,45.555776883177501,301452.339439547911752,5046208.092094280757010
